0 0.33130035 0.09080271  0.01328866  0.010004981795  0.086571827529  0.013183114272
1 0.33245842 0.09093883  0.01340179  0.031533583213  0.056717863628  0.022277153258
2 0.18095346 0.09127411  0.00398492  0.006453066658  0.009995453805  0.016295633520
3 1.30903626 0.09296512  0.21240372  0.373008840624  1.139645699093  0.200921379244
4 1.49780390 0.09306384  0.27837461  1.759955917403  0.426086905699  0.057373694132
5 0.26855740 0.09314132  0.00895685  0.016295191812  0.002037900120  0.053789984915
6 1.29870036 0.09321695  0.20962909  0.489476243049  0.120540827434  1.076605547959
7 0.18993263 0.09326311  0.00448588  0.027730813920  0.005077697589  0.003265891943
8 0.65871116 0.09333799  0.05399919  0.041797100188  0.284687130974  0.107416162080
9 0.47462911 0.09336108  0.02804228  0.010120721786  0.151610605293  0.063541461606
10 0.07335528 0.09347799  0.00067067  0.001039366391  0.003697861891  0.000643768318
11 0.33182678 0.09365370  0.01374949  0.003785763683  0.058957456524  0.047365788904
12 0.79193818 0.09369486  0.07834965  0.071973785838  0.352606722005  0.202585573348
13 1.19168570 0.09370399  0.17742723  0.015384390519  0.836259393181  0.568471029767
14 0.24606326 0.09372431  0.00756632  0.013816166702  0.045561913387  0.001169045536
15 0.80241534 0.09378740  0.08051591  0.223088038609  0.323660764834  0.097121577042
16 0.17530447 0.09387040  0.00384639  0.010844634095  0.005783956620  0.014103066394
17 0.14297462 0.09394155  0.00256044  0.007637885807  0.007664645257  0.005139212007
18 0.37837275 0.09407277  0.01795736  0.025248003850  0.011501401098  0.106416535511
19 0.20073228 0.09410277  0.00505563  0.000038449059  0.000448243145  0.039806754244
20 0.59826356 0.09416885  0.04493980  0.040256379941  0.009179450824  0.308483455316
21 2.40511004 0.09422193  0.72670918  0.994970968994  0.002071261347  4.787512081584
22 0.61117929 0.09431958  0.04697620  0.200960446029  0.054024369979  0.118555304021
23 0.37943176 0.09435324  0.01811185  0.014813404051  0.000158612480  0.128996440517
24 2.09984213 0.09457464  0.55601525  3.865926156299  0.104027604544  0.439383223122
25 2.04420413 0.09476668  0.52801094  0.024217157502  4.136341978245  0.018211400714
26 0.07881215 0.09496793  0.00078651  0.003490928368  0.000036054582  0.002684372468
27 0.75039608 0.09523720  0.07150336  0.244042730728  0.214120756416  0.104930782401
28 0.08739369 0.09525993  0.00097008  0.007176746493  0.000016742840  0.000444167679
29 0.12503718 0.09537103  0.00198808  0.003845556357  0.011339195185  0.000449543848
30 0.60612652 0.09538343  0.04672381  0.128259375551  0.239035639392  0.000094349031
31 0.34858695 0.09540307  0.01545693  0.119599956470  0.001573357926  0.000339546390
32 0.53254714 0.09547081  0.03610152  0.027991508535  0.183108558266  0.072506387884
33 0.46760458 0.09549248  0.02783976  0.065070492648  0.031836072515  0.121747480623
34 0.22195932 0.09554240  0.00627598  0.048382308492  0.000389736659  0.000493895089
35 0.19773751 0.09556621  0.00498220  0.011902258721  0.000097898976  0.027099966043
36 0.11030204 0.09562831  0.00155129  0.003377244404  0.007906750030  0.000882546551
37 0.27107275 0.09564573  0.00937079  0.067049512436  0.000597834910  0.005833086013
38 0.43772719 0.09573362  0.02445740  0.008978527691  0.085885156446  0.096741410744
39 0.46632719 0.09579354  0.02777515  0.065761394794  0.055062789926  0.096636861382
40 0.61606343 0.09583240  0.04849556  0.000583282240  0.238247931352  0.140702935379
41 0.23872914 0.09585319  0.00728377  0.009864115626  0.014079533790  0.033047952855
42 0.14359331 0.09595171  0.00263791  0.012555428033  0.006959790390  0.001103819076
43 0.11149912 0.09599498  0.00159122  0.004309734079  0.007787986155  0.000334334457
44 0.12804027 0.09602152  0.00209894  0.001176990166  0.014113807605  0.001103513204
45 0.19621617 0.09605036  0.00493069  0.036364380515  0.002082125708  0.000054278666
46 0.31126705 0.09611675  0.01241664  0.003347079953  0.029952695012  0.063587398611
47 0.13525113 0.09614096  0.00234493  0.005639909819  0.012568333304  0.000084624072
48 0.17323204 0.09620996  0.00384960  0.024063277857  0.002002999262  0.003943063009
49 0.12054108 0.09623898  0.00186449  0.012191268283  0.000681733970  0.001657148794
50 0.11489724 0.09629423  0.00169496  0.001888871336  0.008664242743  0.002648261732
51 0.33664170 0.09633213  0.01455612  0.091884688506  0.003144578815  0.018298367553
52 0.14048587 0.09634267  0.00253526  0.004209817401  0.004600504870  0.010925957211
53 0.24691194 0.09635323  0.00783230  0.051601752208  0.002044056414  0.007319699430
54 0.57779723 0.09636089  0.04289339  0.118295492858  0.080532044883  0.135022095943
55 0.42028434 0.09638484  0.02270042  0.060314930223  0.016901471597  0.099422521353
56 0.35623900 0.09645642  0.01632123  0.001058041965  0.004759438095  0.121088745379
57 0.23800635 0.09647932  0.00728702  0.045120193503  0.000676325864  0.010850502333
58 0.30491379 0.09653550  0.01196685  0.044391986818  0.022868810496  0.025711621526
59 0.18467922 0.09654566  0.00439043  0.033313945922  0.000180578613  0.000611889046
60 0.20693472 0.09656209  0.00551331  0.004093980995  0.001309428920  0.037418567469
61 0.24843003 0.09660027  0.00794923  0.057827623742  0.002055292914  0.001834563870
62 0.16856194 0.09664003  0.00366113  0.012135789828  0.016275446679  0.000001891254
63 0.13468419 0.09665965  0.00233785  0.000205676615  0.003423988537  0.014510165183
64 0.19758178 0.09666849  0.00503173  0.002636277437  0.027472618567  0.008929663494
65 0.06894433 0.09670872  0.00061292  0.003677137477  0.000008732717  0.001067449810
66 0.06571490 0.09673567  0.00055700  0.000372486264  0.003845259593  0.000100702232
67 0.29274091 0.09677289  0.01105756  0.081213595903  0.004428530748  0.000055112722
68 0.26900318 0.09678666  0.00933833  0.062550679271  0.000486587018  0.009325445263
69 0.24250942 0.09681277  0.00759152  0.000001014576  0.013727588424  0.045082214970
70 0.48138045 0.09683376  0.02991868  0.071172253551  0.083265861951  0.077289018583
71 0.41503605 0.09691421  0.02225860  0.000367909362  0.170278939949  0.001608070620
72 0.16630469 0.09692423  0.00357421  0.000270213247  0.019346259629  0.008040775913
73 0.31180067 0.09694409  0.01256649  0.021037962804  0.007521320442  0.068660371897
74 0.48447152 0.09700111  0.03035652  0.005859235711  0.133454633818  0.095398787337
75 0.68425662 0.09702767  0.06057206  0.005311703398  0.000589957339  0.462305465900
76 0.50113299 0.09703698  0.03249242  0.000000000667  0.001860356952  0.249273911040
77 0.22354371 0.09705402  0.00646662  0.022584815722  0.022995515267  0.004391458306
78 0.25119929 0.09708771  0.00816845  0.002928153430  0.015628758856  0.044544173041
79 0.16874683 0.09710260  0.00368673  0.009572915562  0.000217348611  0.018685229014
80 0.24045475 0.09711643  0.00748683  0.001236862427  0.013736081660  0.042845541911
81 0.03916458 0.09716331  0.00019871  0.000702328519  0.000809786658  0.000021749348
82 0.17319596 0.09717733  0.00388668  0.016139225923  0.000667532362  0.013190080734
83 0.18951710 0.09720665  0.00465513  0.007877517750  0.027736615186  0.000302597951
84 0.10484764 0.09727694  0.00142582  0.003188126723  0.003514886805  0.004290014583
85 0.07706618 0.09729255  0.00077045  0.001866197911  0.002305373098  0.001767625534
86 0.05983801 0.09732343  0.00046463  0.000030992453  0.000711320695  0.002838274455
87 0.40714549 0.09739881  0.02152740  0.102050366832  0.041502789460  0.022214292081
88 0.22008315 0.09742483  0.00629190  0.037972161952  0.005955503196  0.004508929068
89 0.20847602 0.09745509  0.00564749  0.004708707260  0.022469682100  0.016283862141
90 0.28196840 0.09748452  0.01033416  0.017011793361  0.046797553168  0.015696832376
91 0.08509245 0.09751899  0.00094148  0.000731189654  0.000193695019  0.006315841191
